file,type,from,suggested
create_ticket.php,"HTML text","⏱ ' + escapeHtml(slaHours) + ' ' + escapeHtml(CT_I18N.hours) + '","><?= __('⏱ \' + escapeHtml(slaHours) + \' \' + escapeHtml(CT_I18N.hours) + \'') ?><"
create_ticket.php,"HTML text","' + escapeHtml(CT_I18N.branch) + '","><?= __('\' + escapeHtml(CT_I18N.branch) + \'') ?><"
create_ticket.php,"HTML text","' + escapeHtml(branchText) + '","><?= __('\' + escapeHtml(branchText) + \'') ?><"
create_ticket.php,"HTML text","' + escapeHtml(CT_I18N.person_in_charge) + '","><?= __('\' + escapeHtml(CT_I18N.person_in_charge) + \'') ?><"
create_ticket.php,"HTML text","' + escapeHtml(picText) + '","><?= __('\' + escapeHtml(picText) + \'') ?><"
create_ticket.php,"HTML text","' + escapeHtml(CT_I18N.assign_to) + '","><?= __('\' + escapeHtml(CT_I18N.assign_to) + \'') ?><"
create_ticket.php,"HTML text","' + escapeHtml(assignText) + '","><?= __('\' + escapeHtml(assignText) + \'') ?><"
create_ticket.php,"HTML text","' + escapeHtml(CT_I18N.asset_equipment) + '","><?= __('\' + escapeHtml(CT_I18N.asset_equipment) + \'') ?><"
create_ticket.php,"HTML text","' + escapeHtml(assetText) + '","><?= __('\' + escapeHtml(assetText) + \'') ?><"
create_ticket.php,"HTML text","' + escapeHtml(CT_I18N.preview_category) + '","><?= __('\' + escapeHtml(CT_I18N.preview_category) + \'') ?><"
create_ticket.php,"HTML text","' + escapeHtml(c) + '","><?= __('\' + escapeHtml(c) + \'') ?><"
create_ticket.php,"HTML text","' + escapeHtml(CT_I18N.preview_priority) + '","><?= __('\' + escapeHtml(CT_I18N.preview_priority) + \'') ?><"
create_ticket.php,"HTML text","' + escapeHtml(p) + '","><?= __('\' + escapeHtml(p) + \'') ?><"
create_ticket.php,"HTML text","' + escapeHtml(CT_I18N.upload_attachment) + '","><?= __('\' + escapeHtml(CT_I18N.upload_attachment) + \'') ?><"
create_ticket.php,"HTML text","' + filesHtml + '","><?= __('\' + filesHtml + \'') ?><"
create_ticket.php,"HTML text","' + escapeHtml(CT_I18N.description) + '","><?= __('\' + escapeHtml(CT_I18N.description) + \'') ?><"
create_ticket.php,"HTML text","' + escapeHtml(d) + '","><?= __('\' + escapeHtml(d) + \'') ?><"
create_ticket.php,"HTML text","' + escapeHtml(CT_I18N.selected_file || 'Selected') + ': ' + hdSelectedFiles.length + ' file(s)","><?= __('\' + escapeHtml(CT_I18N.selected_file || \'Selected\') + \': \' + hdSelectedFiles.length + \' file(s)') ?><"
create_ticket.php,"HTML text","' + escapeHtml(formatFileSize(total)) + '","><?= __('\' + escapeHtml(formatFileSize(total)) + \'') ?><"
create_ticket.php,"HTML text","' + fileIcon(f) + '","><?= __('\' + fileIcon(f) + \'') ?><"
create_ticket.php,"HTML text","' + escapeHtml(f.name || 'attachment') + '","><?= __('\' + escapeHtml(f.name || \'attachment\') + \'') ?><"
create_ticket.php,"HTML text","' + escapeHtml(formatFileSize(f.size || 0)) + '","><?= __('\' + escapeHtml(formatFileSize(f.size || 0)) + \'') ?><"
create_ticket.php,"HTML text",Delete,"><?= __('Delete') ?><"
create_ticket.php,"PHP die/exit","Title and description are required.","die(__('Title and description are required.'));"
create_ticket.php,"PHP die/exit","Access denied: invalid branch","die(__('Access denied: invalid branch'));"
create_ticket.php,"PHP die/exit","Invalid Person In Charge selected.","die(__('Invalid Person In Charge selected.'));"
create_ticket.php,"PHP die/exit","Invalid category selected. Please enable it in Category Management first.","die(__('Invalid category selected. Please enable it in Category Management first.'));"
create_ticket.php,"PHP die/exit","Invalid priority selected. Please enable it in SLA Management first.","die(__('Invalid priority selected. Please enable it in SLA Management first.'));"
create_ticket.php,"PHP die/exit","Branch is required.","die(__('Branch is required.'));"
create_ticket.php,"PHP die/exit","Invalid assigned user selected.","die(__('Invalid assigned user selected.'));"
create_ticket.php,"PHP die/exit","Access denied: no permission to select asset in ticket.","die(__('Access denied: no permission to select asset in ticket.'));"
create_ticket.php,"PHP die/exit","Invalid asset selected.","die(__('Invalid asset selected.'));"
create_ticket.php,"PHP die/exit","Access denied: invalid asset branch.","die(__('Access denied: invalid asset branch.'));"
dashboard.php,"HTML text","Total Tickets","><?= __('Total Tickets') ?><"
dashboard.php,"HTML text","All active + closed","><?= __('All active + closed') ?><"
dashboard.php,"HTML text",Overdue,"><?= __('Overdue') ?><"
dashboard.php,"HTML text","Past due date","><?= __('Past due date') ?><"
dashboard.php,"HTML text","Show Details","> <?= __('Show Details') ?>
    <"
dashboard.php,"HTML text","Ticket List","> <?= __('Ticket List') ?>
    <"
dashboard.php,"HTML text","Ticket Status Overview","><?= __('Ticket Status Overview') ?><"
dashboard.php,"HTML text","Latest 5 Tickets","><?= __('Latest 5 Tickets') ?><"
dashboard.php,"HTML text","View All","><?= __('View All') ?><"
dashboard.php,"HTML text","Ticket No","><?= __('Ticket No') ?><"
dashboard.php,"HTML text",Title,"><?= __('Title') ?><"
dashboard.php,"HTML text",Branch,"><?= __('Branch') ?><"
dashboard.php,"HTML text",Priority,"><?= __('Priority') ?><"
dashboard.php,"HTML text",Status,"><?= __('Status') ?><"
dashboard.php,"HTML text","No tickets found","><?= __('No tickets found') ?><"
dashboard.php,"HTML text","Urgent Tickets","><?= __('Urgent Tickets') ?><"
dashboard.php,"HTML text","View All","><?= __('View All') ?><"
dashboard.php,"HTML text",Urgent,"><?= __('Urgent') ?><"
dashboard.php,"HTML text","No urgent tickets","><?= __('No urgent tickets') ?><"
dashboard.php,"HTML text","Great! All clear for now.","><?= __('Great! All clear for now.') ?><"
dashboard.php,"HTML text","Asset Overview","><?= __('Asset Overview') ?><"
dashboard.php,"HTML text","Asset List","><?= __('Asset List') ?><"
dashboard.php,"HTML text","Total Assets","><?= __('Total Assets') ?><"
dashboard.php,"HTML text",Active,"><?= __('Active') ?><"
dashboard.php,"HTML text",Repair,"><?= __('Repair') ?><"
dashboard.php,"HTML text","Inactive / Disposed","><?= __('Inactive / Disposed') ?><"
dashboard.php,"HTML text","Linked with Asset Management and Asset Type Management.","><?= __('Linked with Asset Management and Asset Type Management.') ?><"
dashboard.php,"HTML text","Knowledge Base","><?= __('Knowledge Base') ?><"
dashboard.php,"HTML text","Open KB","><?= __('Open KB') ?><"
dashboard.php,"HTML text","Published Articles","><?= __('Published Articles') ?><"
dashboard.php,"HTML text",Guide,"><?= __('Guide') ?><"
dashboard.php,"HTML text","Troubleshooting / FAQ / SOP","><?= __('Troubleshooting / FAQ / SOP') ?><"
dashboard.php,"HTML text","Linked with Category Management and Branch Scope.","><?= __('Linked with Category Management and Branch Scope.') ?><"
dashboard.php,"HTML text",Title,"><?= __('Title') ?><"
dashboard.php,"HTML text",Category,"><?= __('Category') ?><"
dashboard.php,"HTML text",Views,"><?= __('Views') ?><"
dashboard.php,"HTML text","No knowledge articles found","><?= __('No knowledge articles found') ?><"
dashboard.php,"HTML text","Recent Audit Logs","><?= __('Recent Audit Logs') ?><"
dashboard.php,"HTML text","View All","><?= __('View All') ?><"
dashboard.php,"HTML text",Date,"><?= __('Date') ?><"
dashboard.php,"HTML text",User,"><?= __('User') ?><"
dashboard.php,"HTML text",Action,"><?= __('Action') ?><"
dashboard.php,"HTML text",Details,"><?= __('Details') ?><"
dashboard.php,"HTML text","No audit logs found","><?= __('No audit logs found') ?><"
dashboard.php,"HTML text","Hide Details' : '","> <?= __('Hide Details\' : \'') ?><"
dashboard_live_api.php,"HTML text","live_count($pdo, $whereSql, $whereParams, ""due_date IS NOT NULL AND due_date","> <?= __('live_count($pdo, $whereSql, $whereParams, ""due_date IS NOT NULL AND due_date') ?> <"
delete_announcement.php,"PHP die/exit","Invalid announcement ID","die(__('Invalid announcement ID'));"
delete_announcement.php,"PHP die/exit","Announcement not found","die(__('Announcement not found'));"
delete_article.php,"PHP die/exit","Invalid article ID","die(__('Invalid article ID'));"
delete_article.php,"PHP die/exit","Article not found","die(__('Article not found'));"
delete_ticket.php,"PHP die/exit","Invalid ticket ID","die(__('Invalid ticket ID'));"
delete_ticket.php,"PHP die/exit","Ticket not found","die(__('Ticket not found'));"
delete_ticket.php,"PHP die/exit","Access Denied","die(__('Access Denied'));"
delete_user.php,"PHP die/exit","Invalid user ID","die(__('Invalid user ID'));"
delete_user.php,"PHP die/exit","You cannot delete your own account.","die(__('You cannot delete your own account.'));"
delete_user.php,"PHP die/exit","User not found","die(__('User not found'));"
delete_user.php,"PHP die/exit","You cannot delete the last active admin account.","die(__('You cannot delete the last active admin account.'));"
edit_asset.php,"PHP die/exit","Photo upload failed.","die(__('Photo upload failed.'));"
edit_asset.php,"PHP die/exit","Photo is too large. Maximum 5MB allowed.","die(__('Photo is too large. Maximum 5MB allowed.'));"
edit_asset.php,"PHP die/exit","Invalid photo type. Only JPG, PNG, GIF and WEBP are allowed.","die(__('Invalid photo type. Only JPG, PNG, GIF and WEBP are allowed.'));"
edit_asset.php,"PHP die/exit","Invalid photo file.","die(__('Invalid photo file.'));"
edit_asset.php,"PHP die/exit","Unable to save uploaded photo.","die(__('Unable to save uploaded photo.'));"
edit_asset.php,"PHP die/exit","Asset not found","die(__('Asset not found'));"
edit_asset.php,"PHP die/exit","Asset Code and Asset Name are required.","die(__('Asset Code and Asset Name are required.'));"
edit_asset.php,"PHP die/exit","Invalid status.","die(__('Invalid status.'));"
edit_asset.php,"PHP die/exit","Unable to update asset. Asset code may already exist.","die(__('Unable to update asset. Asset code may already exist.'));"
edit_ticket.php,"HTML text","Edit Ticket","><?= __('Edit Ticket') ?><"
edit_ticket.php,"HTML text","Ticket No","><?= __('Ticket No') ?><"
edit_ticket.php,"HTML text",Status,"><?= __('Status') ?><"
edit_ticket.php,"HTML text",Title,"><?= __('Title') ?><"
edit_ticket.php,"HTML text",Description,"><?= __('Description') ?><"
edit_ticket.php,"HTML text",Branch,"><?= __('Branch') ?><"
edit_ticket.php,"HTML text","Select Branch","><?= __('Select Branch') ?><"
edit_ticket.php,"HTML text","Asset / Equipment","><?= __('Asset / Equipment') ?><"
edit_ticket.php,"HTML text","No Asset Selected","><?= __('No Asset Selected') ?><"
edit_ticket.php,"HTML text",Category,"><?= __('Category') ?><"
edit_ticket.php,"HTML text","Select Category","><?= __('Select Category') ?><"
edit_ticket.php,"HTML text",Priority,"><?= __('Priority') ?><"
edit_ticket.php,"HTML text","Select Priority","><?= __('Select Priority') ?><"
edit_ticket.php,"HTML text","Assigned To","><?= __('Assigned To') ?><"
edit_ticket.php,"HTML text","Controlled by Role Permission Matrix: 指派工单 is not enabled.","><?= __('Controlled by Role Permission Matrix: 指派工单 is not enabled.') ?><"
edit_ticket.php,"HTML text","Due Date","><?= __('Due Date') ?><"
edit_ticket.php,"HTML text","Replace Attachment","><?= __('Replace Attachment') ?><"
edit_ticket.php,"HTML text",Current:,">
<?= __('Current:') ?>
<"
edit_ticket.php,"HTML text","View Attachment","><?= __('View Attachment') ?><"
edit_ticket.php,"HTML text","Save Changes",">
<?= __('Save Changes') ?>
<"
edit_ticket.php,"HTML text",Back,">
<?= __('Back') ?>
<"
edit_ticket.php,placeholder,Unassigned,"placeholder=""<?= __('Unassigned') ?>"""
edit_ticket.php,"PHP die/exit","Invalid ticket ID","die(__('Invalid ticket ID'));"
edit_ticket.php,"PHP die/exit","Ticket not found","die(__('Ticket not found'));"
edit_ticket.php,"PHP die/exit","Access Denied","die(__('Access Denied'));"
edit_user.php,"HTML text","Edit User","><?= __('Edit User') ?><"
edit_user.php,"HTML text","Admin / Head / Staff permission setup using existing database fields.","><?= __('Admin / Head / Staff permission setup using existing database fields.') ?><"
edit_user.php,"HTML text",Back,"> <?= __('Back') ?><"
edit_user.php,"HTML text","1. Basic User Info","><?= __('1. Basic User Info') ?><"
edit_user.php,"HTML text","Login information and status.","><?= __('Login information and status.') ?><"
edit_user.php,"HTML text","Full Name","><?= __('Full Name') ?><"
edit_user.php,"HTML text",Username,"><?= __('Username') ?><"
edit_user.php,"HTML text","New Password","><?= __('New Password') ?><"
edit_user.php,"HTML text",Status,"><?= __('Status') ?><"
edit_user.php,"HTML text",Active,"><?= __('Active') ?><"
edit_user.php,"HTML text",Inactive,"><?= __('Inactive') ?><"
edit_user.php,"HTML text","2. Role & Primary Branch","><?= __('2. Role & Primary Branch') ?><"
edit_user.php,"HTML text","Only Admin, Head and Staff are supported.","><?= __('Only Admin, Head and Staff are supported.') ?><"
edit_user.php,"HTML text",Role,"><?= __('Role') ?><"
edit_user.php,"HTML text",Admin,"><?= __('Admin') ?><"
edit_user.php,"HTML text",Head,"><?= __('Head') ?><"
edit_user.php,"HTML text",Staff,"><?= __('Staff') ?><"
edit_user.php,"HTML text","Primary Branch","><?= __('Primary Branch') ?><"
edit_user.php,"HTML text","-- Select Branch --","><?= __('-- Select Branch --') ?><"
edit_user.php,"HTML text","Profile PIC / Department","><?= __('Profile PIC / Department') ?><"
edit_user.php,"HTML text","3. Ticket Visibility Permission","><?= __('3. Ticket Visibility Permission') ?><"
edit_user.php,"HTML text","Final rule:","><?= __('Final rule:') ?><"
edit_user.php,"HTML text","Branch Access for Head / Reference Only","><?= __('Branch Access for Head / Reference Only') ?><"
edit_user.php,"HTML text","Select All Branch","><?= __('Select All Branch') ?><"
edit_user.php,"HTML text","Clear Branch","><?= __('Clear Branch') ?><"
edit_user.php,"HTML text","View Assigned To","><?= __('View Assigned To') ?><"
edit_user.php,"HTML text","Select All Assign To","><?= __('Select All Assign To') ?><"
edit_user.php,"HTML text","Clear Assign To","><?= __('Clear Assign To') ?><"
edit_user.php,"HTML text","Assigned To","><?= __('Assigned To') ?><"
edit_user.php,"HTML text","Checked PIC / Profile PIC Access","><?= __('Checked PIC / Profile PIC Access') ?><"
edit_user.php,"HTML text","Select All PIC","><?= __('Select All PIC') ?><"
edit_user.php,"HTML text","Clear PIC","><?= __('Clear PIC') ?><"
edit_user.php,"HTML text","Person In Charge","><?= __('Person In Charge') ?><"
edit_user.php,"HTML text",Cancel,"><?= __('Cancel') ?><"
edit_user.php,"HTML text","Save User","> <?= __('Save User') ?><"
edit_user.php,placeholder,"Leave blank to keep current","placeholder=""<?= __('Leave blank to keep current') ?>"""
edit_user.php,"PHP die/exit","User not found","die(__('User not found'));"
export_report.php,"PHP die/exit","Please select date range.","die(__('Please select date range.'));"
export_tickets.php,"PHP die/exit","Access Denied","die(__('Access Denied'));"
ffmpeg_check.php,"HTML text","FFmpeg Check","><?= __('FFmpeg Check') ?><"
ffmpeg_check.php,"HTML text","FFmpeg Check","><?= __('FFmpeg Check') ?><"
ffmpeg_check.php,"HTML text","This check is cross-platform. The same Helpdesk code can run on Windows/Laragon and Linux VPS as long as FFmpeg is installed.","><?= __('This check is cross-platform. The same Helpdesk code can run on Windows/Laragon and Linux VPS as long as FFmpeg is installed.') ?><"
ffmpeg_check.php,"HTML text","✅ FFmpeg detected and working.","><?= __('✅ FFmpeg detected and working.') ?><"
ffmpeg_check.php,"HTML text","Detected binary:","><?= __('Detected binary:') ?><"
ffmpeg_check.php,"HTML text","Video upload auto-convert is enabled. iPhone MOV/MP4 will be converted to browser-compatible MP4 after upload.","><?= __('Video upload auto-convert is enabled. iPhone MOV/MP4 will be converted to browser-compatible MP4 after upload.') ?><"
ffmpeg_check.php,"HTML text","❌ FFmpeg not detected or cannot run.","><?= __('❌ FFmpeg not detected or cannot run.') ?><"
ffmpeg_check.php,"HTML text","Windows / Laragon","><?= __('Windows / Laragon') ?><"
ffmpeg_check.php,"HTML text","Install FFmpeg here:","><?= __('Install FFmpeg here:') ?><"
ffmpeg_check.php,"HTML text","C:\ffmpeg\bin\ffmpeg.exe","><?= __('C:\\ffmpeg\\bin\\ffmpeg.exe') ?><"
ffmpeg_check.php,"HTML text","Or add","><?= __('Or add') ?> <"
ffmpeg_check.php,"HTML text","C:\ffmpeg\bin","><?= __('C:\\ffmpeg\\bin') ?><"
ffmpeg_check.php,"HTML text","to Windows PATH.","> <?= __('to Windows PATH.') ?><"
ffmpeg_check.php,"HTML text","Linux VPS / Oracle Cloud / Ubuntu","><?= __('Linux VPS / Oracle Cloud / Ubuntu') ?><"
ffmpeg_check.php,"HTML text","Install with:","><?= __('Install with:') ?><"
ffmpeg_check.php,"HTML text","sudo apt update && sudo apt install ffmpeg -y","><?= __('sudo apt update && sudo apt install ffmpeg -y') ?><"
ffmpeg_check.php,"HTML text","The system will auto-detect","><?= __('The system will auto-detect') ?> <"
ffmpeg_check.php,"HTML text",/usr/bin/ffmpeg,"><?= __('/usr/bin/ffmpeg') ?><"
ffmpeg_check.php,"HTML text","Back to Dashboard","><?= __('Back to Dashboard') ?><"
header.php,"HTML text","prepare(""\n SELECT COUNT(*)\n FROM tickets\n "" . $countWhereSql . ""\n AND due_date IS NOT NULL\n AND due_date","><?= __('prepare(""\\n SELECT COUNT(*)\\n FROM tickets\\n "" . $countWhereSql . ""\\n AND due_date IS NOT NULL\\n AND due_date') ?> <"
header.php,"HTML text","query(""\n SELECT COUNT(*)\n FROM announcements\n WHERE (start_date IS NULL OR start_date","><?= __('query(""\\n SELECT COUNT(*)\\n FROM announcements\\n WHERE (start_date IS NULL OR start_date') ?> <"
header.php,"HTML text","WLS ENTERPRISE SDN BHD - Helpdesk","><?= __('WLS ENTERPRISE SDN BHD - Helpdesk') ?><"
header.php,"HTML text",Main,"><?= __('Main') ?><"
header.php,"HTML text",Dashboard,"><?= __('Dashboard') ?><"
header.php,"HTML text","Ticket Management","><?= __('Ticket Management') ?><"
header.php,"HTML text","Create Ticket","><?= __('Create Ticket') ?><"
header.php,"HTML text","Ticket List","><?= __('Ticket List') ?><"
header.php,"HTML text",Overdue,"><?= __('Overdue') ?><"
header.php,"HTML text","Closed Tickets","><?= __('Closed Tickets') ?><"
header.php,"HTML text","Asset Management","><?= __('Asset Management') ?><"
header.php,"HTML text","Asset List","><?= __('Asset List') ?><"
header.php,"HTML text","Add Asset","><?= __('Add Asset') ?><"
header.php,"HTML text",Knowledge,"><?= __('Knowledge') ?><"
header.php,"HTML text","Knowledge Base","><?= __('Knowledge Base') ?><"
header.php,"HTML text",Communication,"><?= __('Communication') ?><"
header.php,"HTML text",Announcements,"><?= __('Announcements') ?><"
header.php,"HTML text","Add Announcement","><?= __('Add Announcement') ?><"
header.php,"HTML text",Reports,"><?= __('Reports') ?><"
header.php,"HTML text","KPI Report","><?= __('KPI Report') ?><"
header.php,"HTML text","Audit Logs","><?= __('Audit Logs') ?><"
header.php,"HTML text",Administration,"><?= __('Administration') ?><"
header.php,"HTML text",Administration,"><?= __('Administration') ?><"
header.php,"HTML text","User Management","><?= __('User Management') ?><"
header.php,"HTML text","Assign To Management","><?= __('Assign To Management') ?><"
header.php,"HTML text","PIC Management","><?= __('PIC Management') ?><"
header.php,"HTML text","Category Management","><?= __('Category Management') ?><"
header.php,"HTML text","Knowledge Category Management","><?= __('Knowledge Category Management') ?><"
header.php,"HTML text","SLA Management","><?= __('SLA Management') ?><"
header.php,"HTML text","Branch Management","><?= __('Branch Management') ?><"
header.php,"HTML text","Asset Type Management","><?= __('Asset Type Management') ?><"
header.php,"HTML text","Ticket Status Management","><?= __('Ticket Status Management') ?><"
header.php,"HTML text",Account,"><?= __('Account') ?><"
header.php,"HTML text",Logout,"><?= __('Logout') ?><"
header.php,"HTML text","Live Summary","><?= __('Live Summary') ?><"
header.php,"HTML text","Active Tickets","><?= __('Active Tickets') ?><"
header.php,"HTML text",Overdue,"><?= __('Overdue') ?><"
header.php,"HTML text",Closed,"><?= __('Closed') ?><"
header.php,"HTML text",Assets,"><?= __('Assets') ?><"
header.php,"HTML text","Helpdesk System","><?= __('Helpdesk System') ?><"
header.php,"HTML text","WLS internal support portal.","><?= __('WLS internal support portal.') ?><"
header.php,"HTML text",Dashboard,"><?= __('Dashboard') ?><"
header.php,"HTML text",English,"><?= __('English') ?><"
header.php,"HTML text","Bahasa Melayu","><?= __('Bahasa Melayu') ?><"
header.php,"HTML text",Helpdesk,">
<?= __('Helpdesk') ?>
<"
header.php,"HTML text",Login,"><?= __('Login') ?><"
header.php,title,Dashboard,"title=""<?= __('Dashboard') ?>"""
header.php,title,"Create Ticket","title=""<?= __('Create Ticket') ?>"""
header.php,title,"Ticket List","title=""<?= __('Ticket List') ?>"""
header.php,title,"Overdue Tickets","title=""<?= __('Overdue Tickets') ?>"""
header.php,title,"Closed Tickets","title=""<?= __('Closed Tickets') ?>"""
header.php,title,"Asset List","title=""<?= __('Asset List') ?>"""
header.php,title,"Add Asset","title=""<?= __('Add Asset') ?>"""
header.php,title,"Knowledge Base","title=""<?= __('Knowledge Base') ?>"""
header.php,title,Announcements,"title=""<?= __('Announcements') ?>"""
header.php,title,"Add Announcement","title=""<?= __('Add Announcement') ?>"""
header.php,title,"KPI Report","title=""<?= __('KPI Report') ?>"""
header.php,title,"Audit Logs","title=""<?= __('Audit Logs') ?>"""
header.php,title,"Administration Control Panel","title=""<?= __('Administration Control Panel') ?>"""
header.php,title,"User Management","title=""<?= __('User Management') ?>"""
header.php,title,"Assign To Management","title=""<?= __('Assign To Management') ?>"""
header.php,title,"PIC Management","title=""<?= __('PIC Management') ?>"""
header.php,title,"Category Management","title=""<?= __('Category Management') ?>"""
header.php,title,"Knowledge Category Management","title=""<?= __('Knowledge Category Management') ?>"""
header.php,title,"SLA Management","title=""<?= __('SLA Management') ?>"""
header.php,title,"Branch Management","title=""<?= __('Branch Management') ?>"""
header.php,title,"Asset Type Management","title=""<?= __('Asset Type Management') ?>"""
header.php,title,"Ticket Status Management","title=""<?= __('Ticket Status Management') ?>"""
header.php,title,Logout,"title=""<?= __('Logout') ?>"""
header.php,title,"Toggle Menu","title=""<?= __('Toggle Menu') ?>"""
header.php,title,Dashboard,"title=""<?= __('Dashboard') ?>"""
header.php,title,Language,"title=""<?= __('Language') ?>"""
header.php,alt,"WLS Enterprise","alt=""<?= __('WLS Enterprise') ?>"""
header.php,aria-label,"Close menu","aria-label=""<?= __('Close menu') ?>"""
header.php,aria-label,Dashboard,"aria-label=""<?= __('Dashboard') ?>"""
"helpdesk\access_control.php","PHP die/exit","Access Denied","die(__('Access Denied'));"
"helpdesk\add_announcement.php","HTML text","Add Announcement","><?= __('Add Announcement') ?><"
"helpdesk\add_announcement.php","HTML text","Create company notice with optional attachment.","><?= __('Create company notice with optional attachment.') ?><"
"helpdesk\add_announcement.php","HTML text",Back,"><?= __('Back') ?><"
"helpdesk\add_announcement.php","HTML text","Announcement Details","><?= __('Announcement Details') ?><"
"helpdesk\add_announcement.php","HTML text",Title,"><?= __('Title') ?> <"
"helpdesk\add_announcement.php","HTML text",Content,"><?= __('Content') ?> <"
"helpdesk\add_announcement.php","HTML text",Attachment,"><?= __('Attachment') ?><"
"helpdesk\add_announcement.php","HTML text","Optional. Max 10MB. Allowed: PDF, image, Word, Excel, PowerPoint, TXT, ZIP, RAR.","><?= __('Optional. Max 10MB. Allowed: PDF, image, Word, Excel, PowerPoint, TXT, ZIP, RAR.') ?><"
"helpdesk\add_announcement.php","HTML text","Start Date","><?= __('Start Date') ?><"
"helpdesk\add_announcement.php","HTML text","End Date","><?= __('End Date') ?><"
"helpdesk\add_announcement.php","HTML text","Save Announcement","><?= __('Save Announcement') ?><"
"helpdesk\add_announcement.php","HTML text",Cancel,"><?= __('Cancel') ?><"
"helpdesk\add_article.php","HTML text","Add Article","><?= __('Add Article') ?><"
"helpdesk\add_article.php","HTML text","Create organized knowledge article with type, tags and branch scope","><?= __('Create organized knowledge article with type, tags and branch scope') ?><"
"helpdesk\add_article.php","HTML text",Back,"> <?= __('Back') ?><"
"helpdesk\add_article.php","HTML text","Article Content","><?= __('Article Content') ?><"
"helpdesk\add_article.php","HTML text",Title,"><?= __('Title') ?> <"
"helpdesk\add_article.php","HTML text",Category,"><?= __('Category') ?> <"
"helpdesk\add_article.php","HTML text","Knowledge Type","><?= __('Knowledge Type') ?><"
"helpdesk\add_article.php","HTML text",Tags,"><?= __('Tags') ?><"
"helpdesk\add_article.php","HTML text","Separate tags by comma. Example: POS, sync, price update","><?= __('Separate tags by comma. Example: POS, sync, price update') ?><"
"helpdesk\add_article.php","HTML text",Content,"><?= __('Content') ?> <"
"helpdesk\add_article.php","HTML text",characters,"> <?= __('characters') ?><"
"helpdesk\add_article.php","HTML text",Attachments,"><?= __('Attachments') ?><"
"helpdesk\add_article.php","HTML text","PDF, image, Word, Excel, PowerPoint, TXT, CSV, ZIP. Max 10MB each.","><?= __('PDF, image, Word, Excel, PowerPoint, TXT, CSV, ZIP. Max 10MB each.') ?><"
"helpdesk\add_article.php","HTML text","Quick Template","><?= __('Quick Template') ?><"
"helpdesk\add_article.php","HTML text","SOP Template","><?= __('SOP Template') ?><"
"helpdesk\add_article.php","HTML text","FAQ Template","><?= __('FAQ Template') ?><"
"helpdesk\add_article.php","HTML text","Troubleshooting Template","><?= __('Troubleshooting Template') ?><"
"helpdesk\add_article.php","HTML text","Branch Scope","><?= __('Branch Scope') ?><"
"helpdesk\add_article.php","HTML text","All Branch","><?= __('All Branch') ?><"
"helpdesk\add_article.php","HTML text","Selected Branch Only","><?= __('Selected Branch Only') ?><"
"helpdesk\add_article.php","HTML text",Status,"><?= __('Status') ?><"
"helpdesk\add_article.php","HTML text",Published,"><?= __('Published') ?><"
"helpdesk\add_article.php","HTML text",Draft,"><?= __('Draft') ?><"
"helpdesk\add_article.php","HTML text","Draft articles are for admin review.","><?= __('Draft articles are for admin review.') ?><"
"helpdesk\add_article.php","HTML text",Cancel,"><?= __('Cancel') ?><"
"helpdesk\add_article.php","HTML text",", faq:","><?= __(', faq:') ?><"
"helpdesk\add_article.php","HTML text",", troubleshoot:","><?= __(', troubleshoot:') ?><"
"helpdesk\add_article.php",placeholder,"POS, printer, barcode, sync","placeholder=""<?= __('POS, printer, barcode, sync') ?>"""
"helpdesk\add_article.php",placeholder,"Purpose: Scope: Step-by-step Procedure: 1. 2. 3. Important Notes: -","placeholder=""<?= __('Purpose: Scope: Step-by-step Procedure: 1. 2. 3. Important Notes: -') ?>"""
"helpdesk\add_asset.php","HTML text","Add Asset","><?= __('Add Asset') ?><"
"helpdesk\add_asset.php","HTML text","Asset Code","><?= __('Asset Code') ?> <"
"helpdesk\add_asset.php","HTML text","Asset Name","><?= __('Asset Name') ?> <"
"helpdesk\add_asset.php","HTML text","Serial No","><?= __('Serial No') ?><"
"helpdesk\add_asset.php","HTML text",Branch,"><?= __('Branch') ?><"
"helpdesk\add_asset.php","HTML text","-- Select Branch --","><?= __('-- Select Branch --') ?><"
"helpdesk\add_asset.php","HTML text",Location,"><?= __('Location') ?><"
"helpdesk\add_asset.php","HTML text",Status,"><?= __('Status') ?><"
"helpdesk\add_asset.php","HTML text","Purchase Date","><?= __('Purchase Date') ?><"
"helpdesk\add_asset.php","HTML text",Cancel,"><?= __('Cancel') ?><"
"helpdesk\add_asset.php",placeholder,"POS Counter 1","placeholder=""<?= __('POS Counter 1') ?>"""
"helpdesk\add_asset.php",placeholder,"Serial number","placeholder=""<?= __('Serial number') ?>"""
"helpdesk\add_asset.php",placeholder,"Counter 1 / Office / Server Rack","placeholder=""<?= __('Counter 1 / Office / Server Rack') ?>"""
"helpdesk\add_asset.php",alt,"Photo Preview","alt=""<?= __('Photo Preview') ?>"""
"helpdesk\add_asset.php","PHP die/exit","Photo upload failed.","die(__('Photo upload failed.'));"
"helpdesk\add_asset.php","PHP die/exit","Photo is too large. Maximum 5MB allowed.","die(__('Photo is too large. Maximum 5MB allowed.'));"
"helpdesk\add_asset.php","PHP die/exit","Invalid photo type. Only JPG, PNG, GIF and WEBP are allowed.","die(__('Invalid photo type. Only JPG, PNG, GIF and WEBP are allowed.'));"
"helpdesk\add_asset.php","PHP die/exit","Invalid photo file.","die(__('Invalid photo file.'));"
